PROCESO,JOB_TYPE,PRODUTO,PROCESS_ID,JOB_NAME,QTD_OK,HORA_INICIO,HORA_FIM,DURATION_IN_SEC,POLICY_PER_SEC
JOB,Collector Invoicing,,430865,Billing Payment Card Scotiabank,7,3/8/2022 9:24,3/8/2022 9:43,1123,0.01
JOB,Collector Invoicing,,434902,Billing Bank Account Scotiabank,1,3/18/2022 8:46,3/18/2022 8:58,739,0
JOB,Accounting Entry By Period,,558925,362 - Cobranza - SinFecha,6,12/21/2022 23:49,12/21/2022 23:50,36,0.17
JOB,Accounting Entry By Period,,420852,DAA1A Accounting,73002,2/14/2022 9:26,2/14/2022 9:28,123,593.51
JOB,Start Payment Loader,,484887,Start Payment Loader,0,7/11/2022 0:00,7/11/2022 0:15,934,0
JOB,Accounting Entry By Period,,522256,362 - Emisión - SinFecha,55,10/7/2022 14:04,10/7/2022 14:06,107,0.51
JOB,Accounting Entry By Period,,452900,DAA1A Accounting,0,4/29/2022 10:08,4/29/2022 10:09,84,0
JOB,Collector Invoicing,,410913,Billing Payment Card Scotiabank,19,1/7/2022 8:42,1/7/2022 8:55,763,0.02
JOB,Accounting Entry By Period,,452869,DAA1A Accounting,3381,4/27/2022 13:09,4/27/2022 13:10,88,38.42
JOB,Accounting Entry By Period,,452882,362 - Cobranza - SinFecha,72,4/28/2022 10:11,4/28/2022 10:11,36,2
JOB,Screening Adam,,487867,Sreening ADAM,7104890,7/19/2022 6:00,7/19/2022 9:39,13154,540.13
JOB,Screening Adam,,493874,Sreening ADAM,7203852,7/28/2022 6:00,7/28/2022 9:37,13070,551.17
JOB,Collector Invoicing,ScotiabankSalud,520904,Billing Bank Account Scotiabank,176,9/29/2022 11:10,9/29/2022 11:12,74,2.38
JOB,Accounting Entry By Period,,421901,362 - Emisión - SinFecha,48,2/15/2022 9:11,2/15/2022 9:13,84,0.57
JOB,Accounting Entry By Period,,441863,DAA1A Accounting,0,3/29/2022 12:12,3/29/2022 12:12,22,0
JOB,Screening Adam,,427878,Sreening ADAM,4837918,3/3/2022 6:00,3/3/2022 7:56,6969,694.21
JOB,Accounting Entry By Period,,457852,DAA1A Accounting,58948,5/9/2022 10:11,5/9/2022 10:15,202,291.82
JOB,Accounting Entry By Period,,455860,DAA1A Accounting,4512,5/4/2022 9:24,5/4/2022 9:26,127,35.53
JOB,Accounting Entry By Period,,499852,DAA1A Accounting,1728,8/4/2022 8:59,8/4/2022 9:01,141,12.26
JOB,Accounting Entry By Period,,485880,362 - Cobranza - SinFecha,24,7/13/2022 14:34,7/13/2022 14:34,22,1.09
JOB,Accounting Entry By Period,,460956,DAA1A Accounting,360,5/18/2022 9:23,5/18/2022 9:25,105,3.43
JOB,Screening Adam,,418875,Sreening ADAM,4895877,2/10/2022 6:00,2/10/2022 6:10,659,7429.25
JOB,Accounting Entry By Period,,501899,362 - Emisión - SinFecha,6,8/9/2022 18:20,8/9/2022 18:21,49,0.12
JOB,Collector Invoicing,,414865,Billing Payment Card Scotiabank,2,1/21/2022 9:04,1/21/2022 9:12,505,0
JOB,Accounting Entry By Period,,458908,362 - Emisión - SinFecha,130,5/12/2022 17:10,5/12/2022 17:12,107,1.21
JOB,Accounting Entry By Period,,408883,362 - Emisión - SinFecha,0,1/3/2022 12:09,1/3/2022 12:10,57,0
JOB,Accounting Entry By Period,,482885,362 - Emisión - SinFecha,18,7/6/2022 13:37,7/6/2022 13:39,116,0.16
JOB,Standard Output Payment,,426860,Output table,0,3/1/2022 1:00,3/1/2022 1:00,1,0
JOB,Screening Adam,,420851,Sreening ADAM,6848047,2/12/2022 6:00,2/12/2022 8:31,9056,756.19
JOB,Collector Invoicing,ScotiabankSalud,555902,Billing Bank Account Scotiabank,1531,12/15/2022 9:24,12/15/2022 9:27,215,7.12
JOB,Accounting Entry By Period,,522051,362 - Emisión - SinFecha,2088,10/4/2022 17:48,10/4/2022 17:50,78,26.77
JOB,Collector Invoicing,,441885,Billing Payment Card Scotiabank,3,3/30/2022 12:14,3/30/2022 12:35,1263,0
JOB,Close Policy for Maturity,CoppelSaleValeClientesFinales1,517932,CoppelSaleValeClientesFinales - Cierre por madurez,153997,9/23/2022 11:13,9/23/2022 11:36,1383,111.35
JOB,Accounting Entry By Period,,431871,DAA1A Accounting,70608,3/10/2022 15:56,3/10/2022 15:58,124,569.42
JOB,Standard Output Payment,,543911,Output table Manual por periodo,808,11/16/2022 12:52,11/16/2022 12:52,19,42.53
JOB,Accounting Entry By Period,,553954,362 - Cobranza - SinFecha,16,12/5/2022 8:53,12/5/2022 8:53,20,0.8
JOB,Accounting Entry By Period,,537915,DAA1A Accounting,13976,11/3/2022 10:17,11/3/2022 10:20,162,86.27
JOB,Accounting Entry By Period,,545902,362 - Emisión Reaseguro Cedido Scotiabank- SinFecha,0,11/18/2022 9:03,11/18/2022 9:03,22,0
JOB,Accounting Entry By Period,,516905,362 - Cobranza - SinFecha,28,9/15/2022 9:14,9/15/2022 9:15,62,0.45
JOB,Standard Output Payment,,493856,Output table New,49400,7/27/2022 2:00,7/27/2022 2:02,175,282.29
JOB,Collector Invoicing,,408896,Billing Payment Card Scotiabank,30,1/4/2022 10:08,1/4/2022 10:20,696,0.04
JOB,Accounting Entry By Period,,460951,362 - Emisión - SinFecha,0,5/18/2022 7:42,5/18/2022 7:44,122,0
JOB,Collector Invoicing,,464892,Billing Payment Card Scotiabank,44,5/27/2022 11:02,5/27/2022 11:39,2211,0.02
JOB,Accounting Entry By Period,,476886,362 - Emisión - SinFecha,7,6/15/2022 14:00,6/15/2022 14:01,80,0.09
JOB,Standard Output Payment,,515911,Output table New,26963,9/13/2022 2:00,9/13/2022 2:01,64,421.3
JOB,Collector Invoicing,ScotiabankSalud,535921,Billing Payment Card Scotiabank,7,10/31/2022 12:36,10/31/2022 12:44,457,0.02
JOB,Standard Output Payment,,414857,Output table,46579,1/21/2022 6:14,1/21/2022 6:31,1054,44.19
JOB,Accounting Entry By Period,,495873,362 - Emisión - SinFecha,35,8/1/2022 15:20,8/1/2022 15:22,92,0.38
JOB,Standard Output Payment,,439852,Output table,148050,3/25/2022 17:04,3/25/2022 17:08,238,622.06
JOB,Accounting Entry By Period,,485865,362 - Cobranza - SinFecha,42,7/12/2022 10:51,7/12/2022 10:51,16,2.63
JOB,Accounting Entry By Period,,503913,362 - Emisión - SinFecha,12,8/12/2022 14:36,8/12/2022 14:37,90,0.13
JOB,Collector Invoicing,,449854,Billing Bank Account Scotiabank,2342,4/19/2022 11:29,4/19/2022 11:47,1117,2.1
JOB,Accounting Entry By Period,,543907,DAA1A Accounting,35862,11/16/2022 11:44,11/16/2022 11:47,166,216.04
JOB,Accounting Entry By Period,,480942,DAA1A Accounting,5056,6/30/2022 11:23,6/30/2022 11:24,95,53.22
JOB,Screening Adam,,441892,Sreening ADAM,4945836,3/31/2022 6:00,3/31/2022 8:01,7287,678.72
JOB,Collector Invoicing,ScotiabankSalud,519920,Billing Bank Account Scotiabank,378,9/27/2022 14:28,9/27/2022 14:30,122,3.1
JOB,Standard Output Payment,,415858,Output table,29209,1/21/2022 18:37,1/21/2022 18:56,1165,25.07
JOB,Start Payment Loader,,554907,Start Payment Loader,0,12/8/2022 0:00,12/8/2022 0:18,1107,0
JOB,Start Payment Loader,,511914,Start Payment Loader,0,9/1/2022 0:00,9/1/2022 0:04,256,0
JOB,Accounting Entry By Period,,543928,362 - Cobranza - SinFecha,2664,11/17/2022 9:05,11/17/2022 9:06,29,91.86
JOB,Accounting Entry By Period,,495856,DAA1A Accounting,1368,8/1/2022 10:59,8/1/2022 11:00,90,15.2
JOB,Start Payment Loader,,509908,Start Payment Loader,1,8/29/2022 0:00,8/29/2022 0:11,672,0
JOB,Accounting Entry By Period,,478852,DAA1A Accounting,3186,6/20/2022 11:46,6/20/2022 11:47,88,36.2
JOB,Accounting Entry By Period,,487886,362 - Emisión - SinFecha,4,7/20/2022 9:10,7/20/2022 9:12,158,0.03
JOB,Accounting Entry By Period,,552969,362 - Cobranza - SinFecha,8,12/4/2022 15:58,12/4/2022 15:58,31,0.26
JOB,Accounting Entry By Period,,556913,362 - Cobranza - SinFecha,6,12/16/2022 15:49,12/16/2022 15:49,25,0.24
JOB,Collector Invoicing,,408900,Billing Payment Card Scotiabank,2,1/4/2022 14:43,1/4/2022 14:49,327,0.01
JOB,Accounting Entry By Period,,411910,DAA1A Accounting,918,1/12/2022 9:02,1/12/2022 9:03,16,57.38
JOB,Accounting Entry By Period,,440888,362 - Emisión - SinFecha,135720,3/28/2022 16:51,3/28/2022 16:56,326,416.32
JOB,Accounting Entry By Period,,505957,DAA1A Accounting,0,8/19/2022 11:08,8/19/2022 11:09,83,0
JOB,Accounting Entry By Period,,445852,362 - Emisión - SinFecha,0,4/5/2022 8:35,4/5/2022 8:36,92,0
JOB,Accounting Entry By Period,,426854,362 - Emisión - SinFecha,0,2/28/2022 10:18,2/28/2022 10:19,65,0
JOB,Accounting Entry By Period,,415868,362 - Emisión - SinFecha,48,1/24/2022 12:26,1/24/2022 12:27,58,0.83
JOB,Accounting Entry By Period,,485889,362 - Emisión Reaseguro Cedido Scotiabank- SinFecha,0,7/14/2022 10:17,7/14/2022 10:17,13,0
JOB,Standard Output Payment,,474930,Output table New,95980,6/11/2022 22:04,6/11/2022 22:07,192,499.9
JOB,Accounting Entry By Period,,501895,362 - Emisión - SinFecha,0,8/9/2022 14:45,8/9/2022 14:46,80,0
JOB,Accounting Entry By Period,,522954,362 - Cobranza - SinFecha,266,10/3/2022 23:29,10/3/2022 23:29,29,9.17
JOB,Accounting Entry By Period,,503854,362 - Emisión - SinFecha,315,8/11/2022 11:51,8/11/2022 11:53,129,2.44
JOB,Accounting Entry By Period,,449851,362 - Cobranza - SinFecha,8,4/19/2022 10:35,4/19/2022 10:35,27,0.3
JOB,Accounting Entry By Period,,432876,DAA1A Accounting,64752,3/15/2022 8:36,3/15/2022 8:37,113,573.03
JOB,Accounting Entry By Period,,542902,362 - Cobranza - SinFecha,10,11/14/2022 23:09,11/14/2022 23:10,25,0.4
JOB,Accounting Entry By Period,,552904,362 - Cobranza - SinFecha,70,12/2/2022 9:34,12/2/2022 9:34,27,2.59
JOB,Collector Invoicing,ScotiabankSalud,520953,Billing Bank Account Scotiabank,204,9/30/2022 11:38,9/30/2022 11:40,75,2.72
JOB,Accounting Entry By Period,,503901,362 - Cobranza - SinFecha,8,8/12/2022 8:15,8/12/2022 8:15,25,0.32
JOB,Accounting Entry By Period,,522008,362 - Cobranza - SinFecha,70,10/4/2022 11:47,10/4/2022 11:47,27,2.59
JOB,Accounting Entry By Period,,482878,DAA1A Accounting,1512,7/6/2022 9:55,7/6/2022 9:57,102,14.82
JOB,Collector Invoicing,,503859,Billing Payment Card Scotiabank,19,8/11/2022 12:40,8/11/2022 13:16,2137,0.01
JOB,Accounting Entry By Period,,554936,362 - Devolución - SinFecha,434,12/13/2022 15:35,12/13/2022 15:36,41,10.59
JOB,Collector Invoicing,ScotiabankSalud,506858,Billing Payment Card Scotiabank,22,8/17/2022 12:07,8/17/2022 12:15,523,0.04
JOB,Accounting Entry By Period,,554930,362 - Emisión - SinFecha,5363,12/13/2022 8:29,12/13/2022 8:34,295,18.18
JOB,Accounting Entry By Period,,426858,362 - Cobranza - SinFecha,14,2/28/2022 14:55,2/28/2022 14:55,18,0.78
JOB,Collector Invoicing,ScotiabankSalud,508903,Billing Payment Card Scotiabank,50,8/25/2022 15:48,8/25/2022 15:56,478,0.1
JOB,Accounting Entry By Period,,461871,362 - Emisión Reaseguro Cedido Scotiabank- SinFecha,76,5/19/2022 19:34,5/19/2022 19:34,13,5.85
JOB,Accounting Entry By Period,,528079,362 - Emisión - SinFecha,7764,10/20/2022 16:28,10/20/2022 16:31,133,58.38
JOB,Accounting Entry By Period,,559939,362 - Cobranza - SinFecha,8,12/22/2022 15:47,12/22/2022 15:47,24,0.33
JOB,Accounting Entry By Period,,481852,DAA1A Accounting,58248,7/1/2022 8:30,7/1/2022 8:34,219,265.97
JOB,Collector Invoicing,,417861,Billing Bank Account Scotiabank,1,2/4/2022 12:40,2/4/2022 12:48,481,0
JOB,Start Payment Loader,,546902,Start Payment Loader,0,11/22/2022 0:00,11/22/2022 0:19,1157,0
JOB,Accounting Entry By Period,,460955,DAA1A Accounting,6440,5/18/2022 9:18,5/18/2022 9:20,124,51.94
JOB,Accounting Entry By Period,,551905,362 - Cobranza - SinFecha,18,11/30/2022 11:27,11/30/2022 11:27,23,0.78
JOB,Accounting Entry By Period,,561944,362 - Cobranza - SinFecha,24,12/28/2022 1:00,12/28/2022 1:01,32,0.75
JOB,Standard Output Payment,,480853,Output table New,1160,6/27/2022 2:00,6/27/2022 2:02,164,7.07
JOB,Accounting Entry By Period,,484878,DAA1A Accounting,864,7/8/2022 11:54,7/8/2022 11:56,151,5.72
JOB,Accounting Entry By Period,,467910,362 - Cobranza - SinFecha,28,5/30/2022 22:24,5/30/2022 22:25,48,0.58
JOB,Standard Output Payment,,417869,Output table,3868,2/7/2022 17:05,2/7/2022 17:08,207,18.69
JOB,Standard Output Payment,,411851,Output table,93421,1/10/2022 21:00,1/10/2022 21:26,1561,59.85
JOB,Accounting Entry By Period,,543939,362 - Emisión - SinFecha,35,11/17/2022 15:20,11/17/2022 15:23,177,0.2
JOB,Accounting Entry By Period,,521911,362 - Cobranza - SinFecha,8,10/3/2022 10:27,10/3/2022 10:28,36,0.22
JOB,Collector Invoicing,,434854,Billing Payment Card Scotiabank,1,3/17/2022 8:35,3/17/2022 8:52,1010,0
JOB,Standard Output Payment,,474919,Output table New,4226,6/11/2022 18:54,6/11/2022 18:59,345,12.25
JOB,Standard Output Payment,,480948,Output table New,0,7/1/2022 2:00,7/1/2022 2:00,8,0
JOB,Collector Invoicing,ScotiabankSalud,559903,Billing Bank Account Scotiabank,1831,12/22/2022 9:48,12/22/2022 9:52,244,7.5
JOB,Collector Invoicing,ScotiabankSalud,535907,Billing Payment Card Scotiabank,366,10/31/2022 10:57,10/31/2022 10:58,81,4.52
JOB,Accounting Entry By Period,,460958,DAA1A Accounting,53952,5/18/2022 10:09,5/18/2022 10:13,195,276.68
JOB,Accounting Entry By Period,,511913,362 - Cobranza - SinFecha,24,8/31/2022 23:55,8/31/2022 23:55,27,0.89
JOB,Collector Invoicing,ScotiabankSalud,551910,Billing Payment Card Scotiabank,51,11/30/2022 12:23,11/30/2022 12:27,283,0.18
JOB,Standard Output Payment,,474948,Output table New,2618,6/12/2022 15:16,6/12/2022 15:16,5,523.6
JOB,Standard Output Payment,,474937,Output table New,1889,6/11/2022 23:18,6/11/2022 23:18,10,188.9
JOB,Standard Output Payment,,503946,Output table New,29188,8/16/2022 2:00,8/16/2022 2:01,103,283.38
JOB,Collector Invoicing,,496869,Billing Bank Account Scotiabank,1,8/2/2022 19:57,8/2/2022 20:24,1586,0
JOB,Standard Output Payment,,554940,Output table New,6175,12/13/2022 23:00,12/13/2022 23:01,70,88.21
JOB,Accounting Entry By Period,,532924,DAA1A Accounting,2304,10/27/2022 15:07,10/27/2022 15:08,54,42.67
JOB,Accounting Entry By Period,,476882,362 - Emisión - SinFecha,12,6/15/2022 11:47,6/15/2022 11:48,79,0.15
JOB,Accounting Entry By Period,,503919,362 - Emisión - SinFecha_LAM,0,8/12/2022 21:52,8/12/2022 21:54,102,0
JOB,Accounting Entry By Period,,511946,362 - Cobranza - SinFecha,12,9/2/2022 12:35,9/2/2022 12:35,26,0.46
JOB,Accounting Entry By Period,,559931,362 - Cobranza - SinFecha,20,12/22/2022 14:17,12/22/2022 14:17,26,0.77
JOB,Standard Output Payment,,428866,Output table,112362,3/3/2022 15:45,3/3/2022 15:51,325,345.73
JOB,Standard Output Payment,,511917,Output table New,0,9/1/2022 2:00,9/1/2022 2:00,7,0
JOB,Accounting Entry By Period,,476878,362 - Cobranza - SinFecha,13,6/15/2022 11:32,6/15/2022 11:32,48,0.27
JOB,Screening Adam,,416851,Sreening ADAM,5027963,1/27/2022 6:00,1/27/2022 6:48,2921,1721.32
JOB,Accounting Entry By Period,,463858,362 - Emisión - SinFecha,12,5/24/2022 10:41,5/24/2022 10:42,78,0.15
JOB,Collector Invoicing,,453869,Billing Payment Card Scotiabank,41,4/29/2022 13:06,4/29/2022 13:38,1936,0.02
JOB,Accounting Entry By Period,,562911,362 - Cobranza - SinFecha,0,12/29/2022 15:20,12/29/2022 15:20,24,0
JOB,Collector Invoicing,,445856,Billing Bank Account Scotiabank,12220,4/5/2022 16:45,4/5/2022 17:29,2621,4.66
JOB,Accounting Entry By Period,,455870,DAA1A Accounting,62040,5/5/2022 10:33,5/5/2022 10:36,204,304.12
JOB,Accounting Entry By Period,,467909,362 - Cobranza - SinFecha,266,5/30/2022 22:11,5/30/2022 22:12,54,4.93
JOB,Accounting Entry By Period,,538952,DAA1A Accounting,0,11/8/2022 20:03,11/8/2022 20:04,44,0
JOB,Accounting Entry By Period,,485858,DAA1A Accounting,1170,7/12/2022 8:13,7/12/2022 8:14,88,13.3
JOB,Accounting Entry By Period,,517911,DAA1A Accounting,70091,9/22/2022 9:10,9/22/2022 9:14,267,262.51
JOB,Accounting Entry By Period,,511920,DAA1A Accounting,55372,9/1/2022 9:40,9/1/2022 9:45,293,188.98
JOB,Accounting Entry By Period,,547009,362 - Emisión - SinFecha,2800,11/24/2022 19:15,11/24/2022 19:17,81,34.57
JOB,Accounting Entry By Period,,463857,362 - Emisión - SinFecha,12,5/24/2022 10:29,5/24/2022 10:30,75,0.16
JOB,Accounting Entry By Period,,452898,362 - Emisión - SinFecha,1303,4/28/2022 21:02,4/28/2022 21:04,93,14.01
JOB,Accounting Entry By Period,,510935,362 - Cobranza - SinFecha,70,8/30/2022 13:26,8/30/2022 13:26,24,2.92
JOB,Accounting Entry By Period,,509904,362 - Cobranza - SinFecha,1920,8/26/2022 11:56,8/26/2022 11:57,55,34.91
JOB,Start Payment Loader,,559947,Start Payment Loader,1,12/23/2022 0:00,12/23/2022 0:23,1392,0
JOB,Standard Output Payment,,474923,Output table New,25788,6/11/2022 19:24,6/11/2022 19:39,879,29.34
JOB,Accounting Entry By Period,,503862,DAA1A Accounting,0,8/11/2022 13:26,8/11/2022 13:27,106,0
JOB,Accounting Entry By Period,,524932,362 - Emisión - SinFecha,34,10/12/2022 12:47,10/12/2022 12:48,105,0.32
JOB,Accounting Entry By Period,,557947,362 - Emisión Reaseguro Cedido Scotiabank- SinFecha,76,12/20/2022 16:15,12/20/2022 16:16,18,4.22
JOB,Accounting Entry By Period,,537922,362 - Cobranza - SinFecha,70,11/3/2022 12:35,11/3/2022 12:35,22,3.18
JOB,Accounting Entry By Period,,553911,362 - Cobranza - SinFecha,8,12/5/2022 0:55,12/5/2022 0:56,28,0.29
JOB,Start Payment Loader,,558927,Start Payment Loader,0,12/22/2022 0:00,12/22/2022 0:13,821,0
JOB,Accounting Entry By Period,,485895,362 - Emisión - SinFecha,252,7/14/2022 21:03,7/14/2022 21:05,148,1.7
JOB,Standard Output Payment,,474912,Output table New,0,6/11/2022 9:15,6/11/2022 9:15,11,0
JOB,Standard Output Payment,,512905,Output table New,5092,9/5/2022 2:00,9/5/2022 2:00,24,212.17
JOB,Accounting Entry By Period,,528056,DAA1A Accounting,0,10/19/2022 16:15,10/19/2022 16:15,36,0
JOB,Accounting Entry By Period,,429852,362 - Emisión - SinFecha,6,3/7/2022 9:30,3/7/2022 9:31,68,0.09
JOB,Standard Output Payment,,416857,Output table,723213,2/1/2022 1:00,2/1/2022 2:22,4977,145.31
JOB,Screening Adam,,519915,Sreening ADAM,5065298,9/27/2022 6:00,9/27/2022 6:12,774,6544.31
JOB,Accounting Entry By Period,,532906,362 - Cobranza - SinFecha,10,10/26/2022 13:26,10/26/2022 13:27,62,0.16
JOB,Accounting Entry By Period,,469851,DAA1A Accounting,4672,6/2/2022 8:57,6/2/2022 9:00,172,27.16
JOB,Collector Invoicing,,450858,Billing Payment Card Scotiabank,1,4/20/2022 10:05,4/20/2022 11:12,4037,0
JOB,Accounting Entry By Period,,460867,362 - Cobranza - SinFecha,0,5/16/2022 19:08,5/16/2022 19:08,20,0
JOB,Accounting Entry By Period,,510906,DAA1A Accounting,65212,8/29/2022 10:29,8/29/2022 10:32,209,312.02
JOB,Accounting Entry By Period,,447861,362 - Emisión - SinFecha,238,4/12/2022 17:33,4/12/2022 17:34,73,3.26
JOB,Standard Output Payment,,553985,Output table New,7393,12/5/2022 23:00,12/5/2022 23:02,155,47.7
JOB,Collector Invoicing,,445883,Billing Payment Card Scotiabank,3,4/7/2022 6:22,4/7/2022 6:41,1118,0
JOB,Accounting Entry By Period,,525918,362 - Cobranza - SinFecha,24,10/13/2022 12:51,10/13/2022 12:52,73,0.33
JOB,Accounting Entry By Period,,482881,DAA1A Accounting,4968,7/6/2022 10:15,7/6/2022 10:17,102,48.71
JOB,Accounting Entry By Period,,537926,362 - Cobranza - SinFecha,24,11/3/2022 13:17,11/3/2022 13:18,16,1.5
JOB,Collector Invoicing,,487878,Billing Payment Card Scotiabank,7,7/19/2022 12:59,7/19/2022 13:31,1955,0
JOB,Accounting Entry By Period,,551927,362 - Cobranza - SinFecha,4172,12/1/2022 12:30,12/1/2022 12:31,36,115.89
JOB,Accounting Entry By Period,,485888,362 - Emisión - SinFecha,72,7/14/2022 10:08,7/14/2022 10:10,122,0.59
JOB,Accounting Entry By Period,,432889,362 - Emisión - SinFecha,8,3/15/2022 10:58,3/15/2022 10:59,66,0.12
JOB,Start Payment Loader,,553986,Start Payment Loader,0,12/6/2022 0:00,12/6/2022 0:26,1567,0
JOB,Accounting Entry By Period,,447862,362 - Emisión - SinFecha,15,4/12/2022 18:25,4/12/2022 18:26,79,0.19
JOB,Standard Output Payment,,558922,Output table New,7004,12/21/2022 23:00,12/21/2022 23:01,93,75.31
JOB,Collector Invoicing,,495860,Billing Bank Account Scotiabank,8803,8/1/2022 11:33,8/1/2022 12:13,2384,3.69
JOB,Accounting Entry By Period,,410910,DAA1A Accounting,1152,1/6/2022 18:46,1/6/2022 18:46,13,88.62
JOB,Accounting Entry By Period,,451880,DAA1A Accounting,288,4/25/2022 13:32,4/25/2022 13:34,83,3.47
JOB,Accounting Entry By Period,,418860,DAA1A Accounting,1728,2/8/2022 14:46,2/8/2022 14:46,13,132.92
JOB,Accounting Entry By Period,,495882,362 - Cobranza - SinFecha,12,8/1/2022 17:51,8/1/2022 17:51,22,0.55
JOB,Accounting Entry By Period,,440880,362 - Cobranza - SinFecha,12,3/28/2022 16:07,3/28/2022 16:07,18,0.67
JOB,Standard Output Payment,,477853,Output table New,669,6/15/2022 20:24,6/15/2022 20:24,15,44.6
JOB,Accounting Entry By Period,,434904,362 - Emisión - SinFecha,0,3/18/2022 8:54,3/18/2022 8:55,92,0
JOB,Accounting Entry By Period,,516926,362 - Emisión - SinFecha,12,9/19/2022 12:30,9/19/2022 12:32,87,0.14
JOB,Accounting Entry By Period,,422879,362 - Emisión - SinFecha,8,2/18/2022 15:06,2/18/2022 15:07,88,0.09
JOB,Accounting Entry By Period,,510931,362 - Cobranza - SinFecha,6,8/30/2022 11:58,8/30/2022 11:59,29,0.21
JOB,Accounting Entry By Period,,497855,362 - Cobranza - SinFecha,1750,8/3/2022 9:25,8/3/2022 9:25,25,70
JOB,Collector Invoicing,ScotiabankSalud,517907,Billing Payment Card Scotiabank,3,9/21/2022 11:00,9/21/2022 11:01,86,0.03
JOB,Accounting Entry By Period,,409856,DAA1A Accounting,2598,1/5/2022 14:01,1/5/2022 14:02,19,136.74
JOB,Accounting Entry By Period,,485894,362 - Emisión Reaseguro Cedido Scotiabank- SinFecha,24,7/14/2022 14:04,7/14/2022 14:04,17,1.41
JOB,Accounting Entry By Period,,495870,362 - Emisión - SinFecha,10,8/1/2022 13:48,8/1/2022 13:49,79,0.13
JOB,Collector Invoicing,,435852,Billing Bank Account Scotiabank,1,3/17/2022 16:02,3/17/2022 16:34,1902,0
JOB,Collector Invoicing,ScotiabankSalud,522902,Billing Payment Card Scotiabank,79,10/3/2022 12:45,10/3/2022 13:11,1558,0.05
JOB,Accounting Entry By Period,,472881,362 - Cobranza - SinFecha,0,6/9/2022 16:23,6/9/2022 16:23,16,0
JOB,Accounting Entry By Period,,432868,DAA1A Accounting,0,3/14/2022 11:37,3/14/2022 11:37,4,0
JOB,Accounting Entry By Period,,421904,362 - Emisión - SinFecha,16,2/15/2022 14:19,2/15/2022 14:20,68,0.24
JOB,Collector Invoicing,,413872,Billing Bank Account Scotiabank,2438,1/20/2022 8:43,1/20/2022 8:55,766,3.18
JOB,Accounting Entry By Period,,445853,362 - Emisión - SinFecha,6,4/5/2022 8:42,4/5/2022 8:44,79,0.08
JOB,Accounting Entry By Period,,427882,DAA1A Accounting,288,3/3/2022 9:44,3/3/2022 9:44,13,22.15
JOB,Accounting Entry By Period,,478880,DAA1A Accounting,6480,6/22/2022 13:00,6/22/2022 13:01,103,62.91
JOB,Standard Output Payment,,543915,Output table Manual por periodo,11625,11/16/2022 13:34,11/16/2022 13:36,126,92.26
JOB,Accounting Entry By Period,,493859,DAA1A Accounting,71682,7/27/2022 11:00,7/27/2022 11:04,279,256.92
JOB,Collector Invoicing,,480926,Billing Payment Card Scotiabank,42,6/29/2022 11:23,6/29/2022 11:50,1623,0.03
JOB,Accounting Entry By Period,,452875,DBA1A Accounting,36964,4/27/2022 17:37,4/27/2022 17:39,147,251.46
JOB,Accounting Entry By Period,,464880,362 - Cobranza - SinFecha,8,5/26/2022 11:43,5/26/2022 11:44,43,0.19
JOB,Accounting Entry By Period,,446931,362 - Emisión - SinFecha,0,4/11/2022 11:44,4/11/2022 11:45,62,0
JOB,Collector Invoicing,,412857,Billing Bank Account Scotiabank,2309,1/14/2022 16:45,1/14/2022 16:59,810,2.85
JOB,Close Policy for Maturity,CoppelSaleVale,413854,CoppelSaleVale - Cierre por madurez,4740,1/19/2022 18:25,1/19/2022 18:31,340,13.94
JOB,Standard Output Payment,,538918,Output table New,18224,11/8/2022 2:00,11/8/2022 2:02,145,125.68
JOB,Collector Invoicing,,446851,Billing Bank Account Scotiabank,270,4/7/2022 11:46,4/7/2022 11:58,699,0.39
JOB,Accounting Entry By Period,,515942,362 - Emisión - SinFecha,733,9/14/2022 12:22,9/14/2022 12:23,49,14.96
JOB,Accounting Entry By Period,,506856,DAA1A Accounting,6216,8/17/2022 11:03,8/17/2022 11:04,88,70.64
JOB,Collector Invoicing,,430873,Billing Payment Card Scotiabank,1,3/8/2022 15:00,3/8/2022 15:40,2414,0
JOB,Accounting Entry By Period,,431869,362 - Emisión - SinFecha,6,3/10/2022 12:55,3/10/2022 12:56,91,0.07
JOB,Standard Output Payment,,474945,Output table New,132804,6/12/2022 14:54,6/12/2022 14:57,173,767.65
JOB,Accounting Entry By Period,,476918,362 - Emisión - SinFecha,4135,6/16/2022 17:47,6/16/2022 17:50,129,32.05
JOB,Accounting Entry By Period,,495877,DAA1A Accounting,0,8/1/2022 15:45,8/1/2022 15:47,115,0
JOB,Collector Invoicing,,463856,Billing Payment Card Scotiabank,212,5/24/2022 10:18,5/24/2022 11:20,3731,0.06
JOB,Start Payment Loader,,493872,Start Payment Loader,0,7/28/2022 0:00,7/28/2022 0:06,401,0
JOB,Accounting Entry By Period,,493861,362 - Cobranza - SinFecha,0,7/27/2022 14:14,7/27/2022 14:15,29,0
JOB,Accounting Entry By Period,,452871,362 - Cobranza - SinFecha,8,4/27/2022 13:45,4/27/2022 13:45,34,0.24
JOB,Standard Output Payment,,474978,Output table New,989,6/12/2022 17:11,6/12/2022 17:11,8,123.63
JOB,Accounting Entry By Period,,554902,362 - Emisión - SinFecha,12,12/7/2022 14:30,12/7/2022 14:33,133,0.09
